task_id,solution,base_status,plus_status,base_fail_tests,plus_fail_tests,gt_solution,question_prompt,entry_point
Mbpp/725,"def extract_quotation(text):
    """"""
    Extract values between quotation marks "" "" of the given string.
    
    Args:
        text (str): The input string containing quoted values.
        
    Returns:
        list: A list containing the values between quotation marks "" "".
    """"""
    return [word for word in text.split() if word.startswith('""') and word.endswith('""')]",fail,fail,"[['Cortex ""A53"" Based ""multi"" tasking ""Processor""']]","[['This is a ""nested \'quote\'"" example']]","
import re
def extract_quotation(text1):
  return re.findall(r'""(.*?)""', text1)
","""""""
Write a function to extract values between quotation marks "" "" of the given string.
assert extract_quotation('Cortex ""A53"" Based ""multi"" tasking ""Processor""') == ['A53', 'multi', 'Processor']
""""""
",extract_quotation
Mbpp/741,"def all_characters_same(string):
    """"""
    Check if all characters in the string are the same.
    
    Args:
        string (str): The input string to check.
        
    Returns:
        bool: True if all characters in the string are the same, False otherwise.
    """"""
    # Convert the string to a list to easily iterate over characters
    char_list = list(string)
    
    # Check if the length of the list is 1 (meaning all characters are the same)
    return len(char_list) == 1

# Test cases",fail,fail,[],[],"
def all_Characters_Same(s) :
    return all(ch == s[0] for ch in s[1:])
","""""""
Write a python function to check whether all the characters are same or not.
assert all_Characters_Same(""python"") == False
""""""
",all_Characters_Same
Mbpp/781,"def count_divisors(n):
    """"""Return the count of divisors of the given number n.""""""
    divisors = 0
    for i in range(1, int(n**0.5) + 1):
        if n % i == 0:
            divisors += 1
            if i != n // i:
                divisors += 1
    return divisors",fail,fail,[[10]],[[1]],"
import math 
def count_divisors(n) : 
    cnt = 0
    for i in range(1, (int)(math.sqrt(n)) + 1) : 
        if (n % i == 0) : 
            if (n / i == i) : 
                cnt = cnt + 1
            else : 
                cnt = cnt + 2
    return cnt % 2 == 0
","""""""
Write a python function to check whether the count of divisors is even. 
assert count_divisors(10)
""""""
",count_divisors
Mbpp/639,"def sum_long_names(names):
    # Filter out names that start with a lowercase letter
    filtered_names = [name for name in names if name[0].isupper()]
    
    # Calculate the sum of lengths of the remaining names
    total_length = sum(len(name) for name in filtered_names)
    
    return total_length

# Test the function with the provided example
assert sum_long_names(['sally', 'Dylan', 'rebecca', 'Diana', 'Joanne', 'keith']) == 16",fail,fail,[],[],"
def sample_nam(sample_names):
  sample_names=list(filter(lambda el:el[0].isupper() and el[1:].islower(),sample_names))
  return len(''.join(sample_names))
","""""""
Write a function to sum the length of the names of a given list of names after removing the names that start with a lowercase letter.
assert sample_nam(['sally', 'Dylan', 'rebecca', 'Diana', 'Joanne', 'keith'])==16
""""""
",sample_nam
Mbpp/753,"def min_k(records, k):
    # Sort the records by the first element (assuming it's the primary key for sorting)
    records.sort(key=lambda x: x[0])
    
    # Return the first k records after sorting
    return records[:k]",fail,fail,"[[[['tanmay', 14], ['Amer', 11], ['Ayesha', 9], ['SKD', 16]], 1]]","[[[['Manjeet', 10], ['Akshat', 10], ['Akash', 10], ['Nikhil', 10]], 2]]","
def min_k(test_list, K):
  res = sorted(test_list, key = lambda x: x[1])[:K]
  return (res) 
","""""""
Write a function to find minimum k records from tuple list.  - in this case a verbatim copy of test cases
assert min_k([('Manjeet', 10), ('Akshat', 4), ('Akash', 2), ('Nikhil', 8)], 2) == [('Akash', 2), ('Akshat', 4)]
""""""
",min_k
Mbpp/758,"def count_lists(sublists):
    # Convert each sublist to a tuple
    tuple_list = [(sublist, count) for sublist, count in enumerate(sublists, 1)]
    
    # Create a dictionary where keys are tuples of sublists and values are their counts
    result = {}
    for sublist_tuple, count in tuple_list:
        if sublist_tuple in result:
            result[sublist_tuple] += count
        else:
            result[sublist_tuple] = count
    
    return result

# Test the function with the provided example
assert count_lists([[1, 3], [5, 7], [1, 3], [13, 15, 17], [5, 7], [9, 11]]) == {(1, 3): 2, (5, 7): 2, (13, 15, 17): 1, (9, 11): 1}",fail,fail,[],[],"
def unique_sublists(list1):
    return {tuple(x): list1.count(x) for x in list1}
","""""""
Write a function to count lists within a list. The function should return a dictionary where every list is converted to a tuple and the value of such tuple is the number of its occurencies in the original list.
assert unique_sublists([[1, 3], [5, 7], [1, 3], [13, 15, 17], [5, 7], [9, 11]] )=={(1, 3): 2, (5, 7): 2, (13, 15, 17): 1, (9, 11): 1}
""""""
",unique_sublists
Mbpp/745,"def divisible_by_digits(startnum, endnum):
    def is_divisible_by_digits(n):
        # Convert number to string to iterate over its digits
        str_n = str(n)
        # Check if the number is divisible by each digit it contains
        for digit in str_n:
            if n % int(digit) != 0:
                return False
        return True

    # Initialize the list to store numbers meeting the criteria
    result = []
    
    # Iterate through the range
    for num in range(startnum, endnum + 1):
        if is_divisible_by_digits(num):
            result.append(num)
    
    return result",fail,fail,"[[1, 22]]","[[100, 200]]","
def divisible_by_digits(startnum, endnum):
    return [n for n in range(startnum, endnum+1) \
                if not any(map(lambda x: int(x) == 0 or n%int(x) != 0, str(n)))]
","""""""
Write a function to find numbers within a given range from startnum ti endnum where every number is divisible by every digit it contains. 
assert divisible_by_digits(1,22)==[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 15, 22]
""""""
",divisible_by_digits
Mbpp/742,"import math
def area_tetrahedron(side_length):
    """"""
    Calculate the area of a regular tetrahedron given the side length.

    Args:
        side_length (float): The length of a side of the tetrahedron.

    Returns:
        float: The area of the tetrahedron.
    """"""
    # Formula for the area of a regular tetrahedron: (sqrt(2) / 12) * side_length ** 2
    area = (math.sqrt(2) / 12) * math.pow(side_length, 2)
    return area",fail,fail,[[3]],[[1000000]],"
import math
def area_tetrahedron(side):
  return math.sqrt(3)*(side*side)
","""""""
Write a function to caluclate the area of a tetrahedron.
assert area_tetrahedron(3)==15.588457268119894
""""""
",area_tetrahedron
Mbpp/759,"def is_decimal(string):
    """"""
    Check if a given string represents a decimal number with a precision of 2.
    
    Args:
        string (str): The input string to be checked.
        
    Returns:
        bool: True if the string represents a decimal number with a precision of 2, False otherwise.
    """"""
    try:
        # Attempt to convert the string to a float
        float_value = float(string)
        # Check if the conversion was successful and if the number has exactly 2 decimal places
        return len(str(float_value).split('.')[1]) == 2
    except ValueError:
        # If the string cannot be converted to a float, it's not a decimal number
        return False",pass,fail,[],[['-123.11']],"
def is_decimal(num):
    import re
    dnumre = re.compile(r""""""^[0-9]+(\.[0-9]{1,2})?$"""""")
    return dnumre.search(num) is not None
","""""""
Write a function to check whether a given string is a decimal number with a precision of 2.
assert is_decimal('123.11')==True
""""""
",is_decimal
Mbpp/722,"def filter_students(data, min_height, min_weight):
    """"""
    Filter students from the data dictionary whose height and weight are above the given minimum values.
    
    :param data: dict, students' data with names as keys and (height, weight) as values.
    :param min_height: float, the minimum acceptable height.
    :param min_weight: float, the minimum acceptable weight.
    :return: dict, a new dictionary containing only the students who meet the height and weight criteria.
    """"""
    filtered_data = {}
    for student, details in data.items():
        if details[0] >= min_height and details[1] >= min_weight:
            filtered_data[student] = details
    return filtered_data

# Test the function with the provided example
data = {'Cierra Vega': (6.2, 70), 'Alden Cantrell': (5.9, 65), 'Kierra Gentry': (6.0, 68), 'Pierre Cox': (5.8, 66)}
min_height = 6.0
min_weight = 70

assert filter_students(data, min_height, min_weight) == {'Cierra Vega': (6.2, 70)}",fail,fail,[],[],"
def filter_data(students,h,w):
    return {k: s for k, s in students.items() if s[0] >= h and s[1] >= w}
","""""""
The input is given as - a dictionary with a student name as a key and a tuple of float (student_height, student_weight) as a value, - minimal height, - minimal weight. Write a function to filter students that have height and weight above the minimum.
assert filter_data({'Cierra Vega': (6.2, 70), 'Alden Cantrell': (5.9, 65), 'Kierra Gentry': (6.0, 68), 'Pierre Cox': (5.8, 66)},6.0,70)=={'Cierra Vega': (6.2, 70)}
""""""
",filter_data
Mbpp/751,"def check_min_heap(arr):
    n = len(arr)
    for i in range(n, -1, -1):
        if arr[i] > arr[i + 1]:
            return False
    return True",fail,fail,"[[[1, 2, 3, 4, 5, 6]]]","[[[8, 3, 9, 6, 7, 5, 1]]]","
def check_min_heap_helper(arr, i):
    if 2 * i + 2 > len(arr):
      return True
    left_child = (arr[i] <= arr[2 * i + 1]) and check_min_heap_helper(arr, 2 * i + 1)
    right_child = (2 * i + 2 == len(arr)) or  \
                (arr[i] <= arr[2 * i + 2] and \
                 check_min_heap_helper(arr, 2 * i + 2))
    return left_child and right_child
def check_min_heap(arr):
  return check_min_heap_helper(arr, 0)
","""""""
Write a function to check if the given array represents min heap or not. 
assert check_min_heap([1, 2, 3, 4, 5, 6]) == True
""""""
",check_min_heap
Mbpp/740,"def tuple_to_dict(tup):
    result = {}
    for i in range(len(tup) - 1):
        result[tup[i]] = tup[i + 1]
    return result",fail,fail,"[[[1, 5, 7, 10, 13, 5]]]","[[[10, 20, 30, 40, 50, 60, 70, 80]]]","
def tuple_to_dict(test_tup):
  return dict(test_tup[idx : idx + 2] for idx in range(0, len(test_tup), 2))
","""""""
Write a function to convert the given tuple to a key-value dictionary using adjacent elements. 
assert tuple_to_dict((1, 5, 7, 10, 13, 5)) == {1: 5, 7: 10, 13: 5}
""""""
",tuple_to_dict
Mbpp/754,"def extract_common_index_list(l1, l2, l3):
    common_indices = []
    for i in range(len(l1)):
        if l1[i] == l2[i] == l3[i]:
            common_indices.append(i)
    return common_indices

# Test cases
assert extract_common_index_list([1, 1, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 7], [0, 1, 2, 3, 4, 5, 7]) == [1, 7]
assert extract_common_index_list([1, 2, 3, 4, 5], [1, 2, 3, 4, 5], [1, 2, 3, 4, 5]) == []
assert extract_common_index_list([1, 2, 3], [1, 2, 3], [1, 2, 3]) == []
assert extract_common_index_list([1, 2, 3, 4], [5, 6, 7, 8], [9, 10, 11, 12]) == []",fail,fail,[],[],"
def extract_index_list(l1, l2, l3):
    return [a for a, b, c in zip(l1, l2, l3) if a == b == c]
","""""""
We say that an element is common for lists l1, l2, l3 if it appears in all three lists under the same index. Write a function to find common elements from three lists. The function should return a list.
assert extract_index_list([1, 1, 3, 4, 5, 6, 7],[0, 1, 2, 3, 4, 5, 7],[0, 1, 2, 3, 4, 5, 7])==[1, 7]
""""""
",extract_index_list
Mbpp/773,"def occurance_substring(main_string, substring):
    """"""
    Finds the occurrence and position of the substrings within a string.
    
    Parameters:
    main_string (str): The main string in which to search for substrings.
    substring (str): The substring to search for within the main string.

    Returns:
    tuple: A tuple containing the occurrence of the substring (as a string) and its starting position (as an integer).
    None if there is no match.
    """"""
    # Convert both strings to lowercase for case-insensitive matching
    main_string_lower = main_string.lower()
    substring_lower = substring.lower()

    # Initialize variables
    occurance = 0
    position = 0

    # Iterate over the main string
    for i in range(len(main_string_lower)):
        # Check if the substring starts at the current position
        if main_string_lower[i: i + len(substring_lower)] == substring_lower:
            occurance = i + 1  # Position is 1-indexed
            break

    # Return the result as a tuple
    return (occurance, position)",fail,fail,"[['python programming, python language', 'python']]","[['', '']]","
import re
def occurance_substring(text,pattern):
 for match in re.finditer(pattern, text):
    s = match.start()
    e = match.end()
    return (text[s:e], s, e)
 return None
","""""""
Write a function to find the occurrence and position of the substrings within a string. Return None if there is no match.
assert occurance_substring('python programming, python language','python')==('python', 0, 6)
""""""
",occurance_substring
Mbpp/737,"import re
def check_str(str):
    """"""
    Check if the given string starts with a vowel using regex.
    
    Args:
    str (str): The string to be checked.
    
    Returns:
    bool: True if the string starts with a vowel, False otherwise.
    """"""
    vowels = 'aeiou'
    pattern = '^' + re.escape(vowels)
    return re.match(pattern, str) is not None",fail,fail,[['annie']],[['Anna18']],"
import re 
def check_str(string): 
	regex = '^[aeiouAEIOU][A-Za-z0-9_]*'
	return re.search(regex, string)
","""""""
Write a function to check whether the given string is starting with a vowel or not using regex.
assert check_str(""annie"")
""""""
",check_str
Mbpp/638,"def wind_chill(velocity, temperature):
    # Wind Chill Index formula adapted from the National Weather Service
    # WC = 13.12 + 0.6215 * T - 11.37 * V^0.16 + 0.3965 * T * V^0.16
    # where T is in °C and V is in km/h

    # Convert temperature from Celsius to Kelvin
    temp_kelvin = temperature + 273.15

    # Calculate the wind chill index using the formula
    wc = 13.12 + 0.6215 * temp_kelvin - 11.37 * (velocity ** 0.16) + 0.3965 * temp_kelvin * (velocity ** 0.16)

    # Round to the next integer
    wc_rounded = round(wc)

    return wc_rounded",fail,fail,"[[120, 35]]","[[0, 0]]","
import math
def wind_chill(v,t):
 windchill = 13.12 + 0.6215*t -  11.37*math.pow(v, 0.16) + 0.3965*t*math.pow(v, 0.16)
 return int(round(windchill, 0))
","""""""
Write a function to calculate the wind chill index rounded to the next integer given the wind velocity in km/h and a temperature in celsius.
assert wind_chill(120,35)==40
""""""
",wind_chill
Mbpp/755,"def second_smallest(numbers):
    # Remove duplicates and sort the list
    unique_sorted = sorted(set(numbers))
    
    # If the list has only one element, return None
    if len(unique_sorted) == 1:
        return None
    
    # Return the second element in the sorted list
    return unique_sorted[1]",pass,fail,[],[[[]]],"
def second_smallest(numbers):
  sorted_set = sorted(set(numbers))
  if len(sorted_set) < 2:
    return None
  return sorted_set[1]
","""""""
Write a function to find the second smallest number in a list.
assert second_smallest([1, 2, -8, -2, 0, -2])==-2
""""""
",second_smallest
Mbpp/739,"def find_Index(n):
    # Initialize the smallest triangular number with n digits
    triangular_number = 1
    
    # Loop to find the smallest triangular number with n digits
    while len(str(triangular_number)) < n:
        triangular_number += 1
    
    # Return the index of this triangular number
    return triangular_number - 1",fail,fail,[[2]],[[5]],"
import math 
def find_Index(n): 
    x = math.sqrt(2 * math.pow(10,(n - 1)))
    return round(x)
","""""""
Write a python function to find the index of smallest triangular number with n digits. 
assert find_Index(2) == 4
""""""
",find_Index
Mbpp/771,"def check_expression(expr):
    """"""
    Check if the given expression is balanced.
    
    Args:
        expr (str): The expression as a string.
        
    Returns:
        bool: True if the expression is balanced, False otherwise.
    """"""
    stack = []
    opening_braces = {'{': 1, '[': 1}
    closing_braces = {'}': -1, ']': -1}
    
    for char in expr:
        if char in opening_braces:
            stack.append(opening_braces[char])
        elif char in closing_braces:
            if stack and stack[-1] == closing_braces[char]:
                stack.pop()
            else:
                return False
        else:
            stack.append(char)
    
    return len(stack) == 0",fail,fail,[['{()}[{}]']],[['']],"
from collections import deque
def check_expression(exp):
    if len(exp) == 0 or len(exp) % 2 == 1:
        return False
    stack = deque()
    for ch in exp:
        if ch == '(' or ch == '{' or ch == '[':
            stack.append(ch)
        if ch == ')' or ch == '}' or ch == ']':
            if not stack:
                return False
            top = stack.pop()
            if (top == '(' and ch != ')') or (top == '{' and ch != '}' or (top == '[' and ch != ']')):
                return False
    return not stack
","""""""
Write a function to check if the given expression is balanced or not. 
assert check_expression(""{()}[{}]"") == True
""""""
",check_expression
Mbpp/764,"def count_digits(number_str):
    """"""
    Function to count the number of digits in a given string.
    
    Args:
        number_str (str): The input string.
        
    Returns:
        int: The count of digits in the input string.
    """"""
    return sum(1 for char in number_str if char.isdigit())

# Test the function
assert count_digits('program2bedone') == 1",fail,fail,[],[],"
def number_ctr(s):
    return sum(c.isdigit() for c in s)
","""""""
Write a python function to count number of digits in a given string.
assert number_ctr('program2bedone') == 1
""""""
",number_ctr
Mbpp/721,"def maxAverageOfPath(matrix):
    N = len(matrix)
    
    # Initialize variables to keep track of the maximum average path and its corresponding path
    max_avg = 0
    max_path = []
    
    # Iterate through all possible paths
    for i in range(N):
        for j in range(N):
            # Initialize current path cost and length
            current_cost = 0
            current_length = 0
            
            # Explore all right and down moves
            while j < N:
                current_cost += matrix[i][j]
                if j + 1 < N:  # Move down
                    current_length += 1
                    j += 1
                else:  # Move right
                    current_length += 1
                    i += 1
            # Calculate the average for the current path
            avg = current_cost / current_length if current_length > 0 else 0
            # Update maximum average path if current path is better
            if avg > max_avg:
                max_avg = avg
                max_path = [row[j] for row in matrix for j in range(N)]
    
    return max_avg, max_path
matrix = [[1, 2, 3], [6, 5, 4], [7, 3, 9]]",fail,fail,"[[[[1, 2, 3], [6, 5, 4], [7, 3, 9]]]]","[[[[0, 0, 0], [0, 0, 0], [0, 0, 0]]]]","
def maxAverageOfPath(cost):
  N = len(cost)
  dp = [[0 for _ in range(N + 1)] for _ in range(N + 1)]
  dp[0][0] = cost[0][0]
  for i in range(1, N):
    dp[i][0] = dp[i - 1][0] + cost[i][0]
  for j in range(1, N):
    dp[0][j] = dp[0][j - 1] + cost[0][j]
  for i in range(1, N):
    for j in range(1, N):
      dp[i][j] = max(dp[i - 1][j], dp[i][j - 1]) + cost[i][j]
  # all paths are of length 2 * N - 1, so just divide by that
  return dp[N - 1][N - 1] / (2 * N - 1)
","""""""
Given a square matrix of size N*N given as a list of lists, where each cell is associated with a specific cost. A path is defined as a specific sequence of cells that starts from the top-left cell move only right or down and ends on bottom right cell. We want to find a path with the maximum average over all existing paths. Average is computed as total cost divided by the number of cells visited in the path.
assert maxAverageOfPath([[1, 2, 3], [6, 5, 4], [7, 3, 9]]) == 5.2
""""""
",maxAverageOfPath
Mbpp/794,"def text_starta_endb(text):
    """"""
    Check if a string ends with 'a' followed by anything and ends in 'b'.
    :param text: str
    :return: bool
    """"""
    return text.endswith('ab') and text.endswith('b')",fail,fail,[['aabbbb']],[['aabb']],"
import re
def text_starta_endb(text):
    patterns = 'a.*?b$'
    return re.search(patterns,  text)
","""""""
Write a function that matches a string that has an 'a' followed by anything, ending in 'b'.
assert text_starta_endb(""aabbbb"")
""""""
",text_starta_endb
Mbpp/796,"def sum_of_dictionary_items(dictionary):
    return sum(value for key, value in dictionary.items())

# Test case
assert sum_of_dictionary_items({'a': 100, 'b':200, 'c':300}) == 600",fail,fail,[],[],"
def return_sum(d):
  return sum(d.values())
","""""""
Write function to find the sum of all items in the given dictionary.
assert return_sum({'a': 100, 'b':200, 'c':300}) == 600
""""""
",return_sum
Mbpp/752,"def jacobsthal_num(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    else:
        a, b = 1, 1
        for _ in range(2, n + 1):
            a, b = b, 2 * b % 1
        return b",fail,fail,[[5]],[[100]],"
def jacobsthal_num(n): 
	dp = [0] * (n + 1) 
	dp[0] = 0
	dp[1] = 1
	for i in range(2, n+1): 
		dp[i] = dp[i - 1] + 2 * dp[i - 2] 
	return dp[n]
","""""""
Write a function to find the nth jacobsthal number.  0, 1, 1, 3, 5, 11, 21, 43, 85, 171, 341, 683, 1365, 2731, ...
assert jacobsthal_num(5) == 11
""""""
",jacobsthal_num
Mbpp/643,"def text_match_wordz_middle(text):
    """"""
    Check if a string contains 'z' but not at the start or end of any word.
    """"""
    words = text.split()
    for word in words:
        if 'z' in word and not word.startswith('z') and not word.endswith('z'):
            return True
    return False",pass,fail,[],[['zzzxyabczzz']],"
import re
def text_match_wordz_middle(text):
	return re.search(r'\Bz\B',  text) is not None
","""""""
Write a function that checks if a strings contains 'z', except at the start and end of the word.
assert text_match_wordz_middle(""pythonzabc."")==True
""""""
",text_match_wordz_middle
Mbpp/780,"from itertools import combinations
def find_combinations(tuples):
    # Generate all possible combinations of the tuples
    all_combinations = list(combinations(tuples, 2))
    
    # Calculate the sum of each combination
    sums = [(a + b, b) for a, b in all_combinations]
    
    return sums
tuples = [(2, 4), (6, 7), (5, 1), (6, 10)]",fail,fail,"[[[[1, 2, 3], [3, 4, 5]]]]","[[[[100, 200], [300, 400], [500, 600], [700, 800]]]]","
from itertools import combinations 
def find_combinations(test_list):
  return [tuple(map(sum, zip(*t))) for t in combinations(test_list, 2)]
","""""""
Write a function to find the combinations of sums with tuples in the given tuple list. 
assert find_combinations([(2, 4), (6, 7), (5, 1), (6, 10)]) == [(8, 11), (7, 5), (8, 14), (11, 8), (12, 17), (11, 11)]
""""""
",find_combinations
Mbpp/782,"def odd_length_sum(arr):
    """"""
    Function to find the sum of all subarrays of odd length.

    Args:
        arr (list): A list of integers.

    Returns:
        int: The sum of all subarrays of odd length.

    Example:
        >>> odd_length_sum([1, 2, 4])
        14
    """"""
    n = len(arr)
    total_sum = 0

    # Iterate over all possible starting indices for subarrays
    for i in range(n):
        # Calculate the length of the current subarray
        subarray_length = i + 1

        # Check if the subarray length is odd
        if subarray_length % 2 != 0:
            # Calculate the sum of the current subarray
            subarray_sum = sum(arr[i:i+subarray_length])
            total_sum += subarray_sum

    return total_sum",fail,fail,"[[[1, 2, 4]]]","[[[4, 3, 2, 1, 9, 10, 7]]]","
def odd_length_sum(arr):
    sum_ = 0
    n = len(arr)
    for i in range(n):
        # arr[i] occurs (i + 1) * (n - i) times in all subarrays
        times = ((i + 1) * (n - i) + 1) // 2
        sum_ += arr[i] * times
    return sum_
","""""""
Write a python function to find the sum of all odd length subarrays. 
assert odd_length_sum([1,2,4]) == 14
""""""
",odd_length_sum
Mbpp/786,"def right_insertion(arr, val):
    """"""
    Function to find the right insertion point for a specified value in sorted order.
    
    Parameters:
    arr (list): The sorted list.
    val (int): The value to insert.
    
    Returns:
    int: The index at which the value should be inserted to maintain sorted order.
    """"""
    # If the value is greater than the last element in the list, insert it at the end
    if val > arr[-1]:
        return len(arr)
    
    # Otherwise, find the correct position before the last element
    for i in range(len(arr) - 1, 0, -1):
        if val < arr[i]:
            return i
    
    # If the value is less than all elements, it should be inserted at the beginning
    return 0",fail,fail,"[[[1, 2, 4, 5], 3]]","[[[], 6]]","
import bisect
def right_insertion(a, x):
    return bisect.bisect_right(a, x)
","""""""
Write a function to locate the right insertion point for a specified value in sorted order.
assert right_insertion([1,2,4,5],6)==4
""""""
",right_insertion
Mbpp/736,"def left_insertion(arr, val):
    """"""
    Locate the left insertion point for a specified value in sorted order.
    
    Args:
        arr (list): A sorted list of integers.
        val (int): The value to insert into the list.
        
    Returns:
        int: The index at which the value should be inserted to maintain sort order.
    """"""
    # If the value is smaller than the smallest element in the array, it should be inserted at the beginning.
    if val < arr[0]:
        return 0
    
    # Otherwise, we need to find the correct insertion point.
    for i in range(1, len(arr)):
        if arr[i] > val:
            return i
    
    # If the value is equal to the largest element, it can be inserted at the end.
    return len(arr)",pass,fail,[],"[[[], 1]]","
import bisect
def left_insertion(a, x):
    return bisect.bisect_left(a, x)
","""""""
Write a function to locate the left insertion point for a specified value in sorted order. 
assert left_insertion([1,2,4,5],6)==4
""""""
",left_insertion
Mbpp/778,"def pack_consecutive_duplicates(lst):
    result = []
    seen = set()
    for item in lst:
        if item not in seen:
            seen.add(item)
            result.append([item])
        else:
            seen.discard(item)
            if len(result) > 1:
                result[-1].append(item)
    return result",fail,fail,"[[[0, 0, 1, 2, 3, 4, 4, 5, 6, 6, 6, 7, 8, 9, 4, 4]]]","[[[2, 5, 3, 1, 1, 0, 4, 4, 2, 3, 3]]]","
from itertools import groupby
def pack_consecutive_duplicates(list1):
    return [list(group) for _, group in groupby(list1)]
","""""""
Write a function to pack consecutive duplicates of a given list elements into sublists.
assert pack_consecutive_duplicates([0, 0, 1, 2, 3, 4, 4, 5, 6, 6, 6, 7, 8, 9, 4, 4])==[[0, 0], [1], [2], [3], [4, 4], [5], [6, 6, 6], [7], [8], [9], [4, 4]]
""""""
",pack_consecutive_duplicates
Mbpp/769,"def list_difference(list1, list2):
    """"""
    Returns the difference between two lists.
    
    Args:
        list1 (list): The first list.
        list2 (list): The second list.
        
    Returns:
        list: A list containing the elements that are in list1 but not in list2.
    """"""
    return [item for item in list1 if item not in list2]

# Test the function
assert list_difference([10, 15, 20, 25, 30, 35, 40], [25, 40, 35]) == [10, 20, 30, 15]",fail,fail,[],[],"
def Diff(li1,li2):
    return list(set(li1)-set(li2)) + list(set(li2)-set(li1))
 
","""""""
Write a python function to get the difference between two lists.
assert (Diff([10, 15, 20, 25, 30, 35, 40], [25, 40, 35])) == [10, 20, 30, 15]
""""""
",Diff
Mbpp/801,"def test_three_equal(a, b, c):
    count = 0
    if a == b == c:
        count = 3
    return count",fail,fail,"[[1, 2, 2]]","[[10, 10, 20]]","
def test_three_equal(x,y,z):
  result = set([x,y,z])
  if len(result) == 3:
    return 0
  elif len(result) == 2:
    return 2
  else:
    return 3
","""""""
Write a python function to count the number of equal numbers from three given integers.
assert test_three_equal(1,1,1) == 3
""""""
",test_three_equal
Mbpp/799,"def left_rotate(num, d):
    """"""
    Rotate left bits by d bits a given number.
    
    Args:
        num (int): The number to be rotated.
        d (int): The number of bits to rotate.
        
    Returns:
        int: The number after rotating left by d bits.
    """"""
    # Ensure that the number of bits to rotate (d) is within the range of 0 to 32
    if d < 0 or d > 32:
        raise ValueError(""d must be an integer between 0 and 32 inclusive."")
    
    # Convert the number to a string to manipulate individual bits
    num_str = str(num)
    
    # Pad the number with leading zeros to make it 32 bits long
    padded_num_str = '0' * (32 - len(num_str)) + num_str
    
    # Rotate the bits left by d positions
    rotated_str = padded_num_str[-d:] + padded_num_str[:-d]
    
    # Convert the rotated string back to an integer
    rotated_num = int(rotated_str)
    
    return rotated_num",fail,fail,"[[16, 2]]","[[1, 1]]","
def left_rotate(n,d):   
    INT_BITS = 32
    return (n << d)|(n >> (INT_BITS - d))  
","""""""
Write a function to that rotate left bits by d bits a given number. We assume that the number is 32 bit.
assert left_rotate(16,2) == 64
""""""
",left_rotate
Mbpp/749,"def sort_numeric_strings(string_list):
    # Filter out non-numeric strings
    numeric_strings = [s for s in string_list if any(char.isdigit() for char in s)]
    
    # Sort the numeric strings numerically
    numeric_strings.sort()
    
    return numeric_strings",fail,fail,"[[['4', '12', '45', '7', '0', '100', '200', '-12', '-500']]]","[[['10000000000', '99999999', '88888888', '7777777', '666666', '-55555', '-4444', '-333', '222', '111', '10', '9', '8', '7', '6', '5', '4', '3', '2', '1']]]","
def sort_numeric_strings(nums_str):
    return sorted([int(x) for x in nums_str])
","""""""
Write a function to sort a given list of strings of numbers numerically. 
assert sort_numeric_strings( ['4','12','45','7','0','100','200','-12','-500'])==[-500, -12, 0, 4, 7, 12, 45, 100, 200]
""""""
",sort_numeric_strings
Mbpp/763,"def find_min_diff(arr):
    # Initialize minimum difference to a large number
    min_diff = float('inf')
    
    # Iterate through the array to find the minimum difference
    for i in range(1, len(arr)):
        diff = abs(arr[i] - arr[i-1])
        if diff < min_diff:
            min_diff = diff
    
    return min_diff",fail,fail,"[[[1, 5, 3, 19, 18, 25], 6]]","[[[15, 12, 20, 30, 8, 4, 19, 37, 22, 28, 11, 25], 12]]","
def find_min_diff(arr,n): 
    arr = sorted(arr) 
    diff = 10**20 
    for i in range(n-1): 
        if arr[i+1] - arr[i] < diff: 
            diff = arr[i+1] - arr[i]  
    return diff 
","""""""
Write a python function to find the minimum difference between any two elements in a given array. 
assert find_min_diff((1,5,3,19,18,25),6) == 1
""""""
",find_min_diff
Mbpp/775,"def odd_position(lst):
    """"""
    Check if every odd index in the list contains an odd number of occurrences.
    
    Args:
        lst (list): A list of integers.
        
    Returns:
        bool: True if every odd index contains an odd number of occurrences of odd numbers; False otherwise.
    """"""
    # Initialize a counter for odd numbers at odd indices
    odd_count = 0
    
    # Iterate over the list starting from index 1 (first odd index)
    for i in range(1, len(lst), 2):
        # Check if the element at the odd index is odd
        if lst[i] % 2 != 0:
            # Increment the counter if the number is odd
            odd_count += 1
    
    # Return whether the counter is odd (which means there was at least one odd number at an odd index)
    return odd_count % 2 != 0",fail,fail,"[[[2, 1, 4, 3, 6, 7, 6, 3]]]","[[[2, 5, 4, 3, 6, 7, 8, 9]]]","
def odd_position(nums):
	return all(n % 2 == 1 for n in nums[1::2])
","""""""
Write a python function to check whether every odd index contains odd numbers of a given list.
assert odd_position([2,1,4,3,6,7,6,3]) == True
""""""
",odd_position
